'29';[];'216';'14,80';2046;'2114';'915';'190666';'190866';'170';'sqr1.bmp';'n';'0';'0';'191133';'193252';'193471';'194404';[];[]
'30';[];'216';'14,70';2114;'2499';'530';'195872';'196072';'0';'sqr1.bmp';'n';'0';'382';'196339';'198842';'199061';'199610';[];[]
'31';[];'266';'15,30';2181;'2162';'817';'201078';'201278';'223';'cir2.bmp';'p';'0';'345';'201545';'203715';'203998';'204833';[];[]
'32';[];'266';'15,30';2249;'2377';'602';'206301';'206501';'0';'tri.bmp';'e';'0';'0';'206768';'209154';'209423';'210039';[];[]
'33';[];'166';'12,30';2315;'2231';'848';'211507';'211707';'0';'sqr3.bmp';'n';'0';'28';'211974';'214210';'214379';'215245';[];[]
'34';[];'216';'12,30';2383;'2238';'791';'216713';'216914';'0';'cir1.bmp';'p';'0';'0';'217181';'219433';'219667';'220468';[];[]
'35';[];'266';'12,90';2450;'2086';'893';'221936';'222136';'176';'cir2.bmp';'p';'0';'0';'222403';'224489';'224773';'225674';[];[]
'36';[];'216';'12,90';2518;'2430';'599';'227142';'227342';'181';'sqr2.bmp';'n';'0';'0';'227609';'230046';'230279';'230897';[];[]
'37';[];'166';'12,90';2586;'2410';'669';'232365';'232565';'0';'tri.bmp';'e';'0';'0';'232832';'235252';'235435';'236119';[];[]
'38';[];'266';'12,90';2653;'2182';'797';'237588';'237788';'161';'sqr2.bmp';'n';'0';'567';'238055';'240241';'240525';'241326';[];[]
'39';[];'266';'12,90';2721;'2415';'564';'242794';'242994';'0';'tri.bmp';'e';'0';'28';'243261';'245681';'245964';'246532';[];[]
'40';[];'266';'13,50';2788;'2191';'788';'248000';'248200';'193';'cir2.bmp';'p';'0';'0';'248467';'250670';'250954';'251755';[];[]
'41';[];'266';'13,50';2855;'2341';'638';'253223';'253423';'205';'sqr3.bmp';'n';'0';'0';'253690';'256043';'256327';'256977';[];[]
'42';[];'266';'13,60';2923;'2376';'603';'258430';'258646';'194';'cir1.bmp';'p';'0';'0';'258913';'261299';'261567';'262183';[];[]
'43';[];'266';'16,60';2991;'2451';'528';'263636';'263852';'184';'cir3.bmp';'p';'0';'0';'264119';'266572';'266856';'267390';[];[]
'44';[];'266';'16,60';3059;'2361';'618';'268858';'269058';'215';'sqr3.bmp';'n';'0';'0';'269325';'271695';'271978';'272612';[];[]
'45';[];'166';'16,50';3127;'2259';'820';'274066';'274281';'0';'sqr1.bmp';'n';'0';'26';'274548';'276817';'276986';'277819';[];[]
'46';[];'266';'19,50';3195;'2257';'722';'279287';'279487';'187';'cir3.bmp';'p';'0';'436';'279754';'282024';'282307';'283041';[];[]
'47';[];'166';'19,50';3263;'2466';'613';'284510';'284710';'0';'tri.bmp';'e';'0';'12';'284977';'287447';'287630';'288248';[];[]
'48';[];'266';'19,50';3330;'2029';'950';'289716';'289916';'0';'tri.bmp';'e';'0';'39';'290183';'292219';'292503';'293470';[];[]
'49';[];'266';'22,50';3397;'2026';'953';'294939';'295139';'181';'cir3.bmp';'p';'0';'0';'295406';'297442';'297725';'298693';[];[]
'50';[];'166';'22,50';3465;'2240';'839';'300162';'300362';'0';'cir3.bmp';'p';'0';'23';'300629';'302881';'303050';'303899';[];[]
'51';[];'216';'22,50';3533;'2311';'718';'305368';'305568';'193';'sqr3.bmp';'n';'0';'0';'305835';'308154';'308372';'309105';[];[]
'52';[];'266';'22,60';3601;'2353';'626';'310559';'310774';'187';'cir1.bmp';'p';'0';'0';'311041';'313394';'313677';'314312';[];[]
'53';[];'266';'22,60';3669;'2209';'770';'315780';'315980';'0';'tri.bmp';'e';'0';'757';'316247';'318466';'318735';'319518';[];[]
'54';[];'166';'22,60';3736;'2195';'884';'320986';'321186';'0';'cir2.bmp';'p';'0';'3';'321453';'323656';'323839';'324741';[];[]
'55';[];'266';'22,70';3803;'2233';'746';'326209';'326409';'197';'cir1.bmp';'p';'0';'112';'326676';'328912';'329180';'329930';[];[]
'56';[];'166';'22,70';3871;'2106';'973';'331398';'331599';'93';'sqr2.bmp';'n';'0';'24';'331866';'333985';'334168';'335153';[];[]
'57';[];'166';'22,70';3939;'2279';'800';'336621';'336821';'0';'cir2.bmp';'p';'0';'11';'337088';'339374';'339543';'340359';[];[]
'58';[];'216';'22,70';4007;'2300';'729';'341827';'342028';'0';'tri.bmp';'e';'0';'0';'342295';'344597';'344816';'345549';[];[]
'59';[];'166';'22,70';4074;'2389';'690';'347017';'347217';'0';'tri.bmp';'e';'0';'0';'347484';'349887';'350070';'350771';[];[]
'60';[];'266';'22,70';4141;'2039';'940';'352240';'352440';'181';'sqr1.bmp';'n';'0';'0';'352707';'354759';'355028';'355977';[];[]
'61';[];'266';'22,70';4209;'2298';'681';'357430';'357646';'0';'tri.bmp';'e';'0';'642';'357913';'360216';'360499';'361184';[];[]
'62';[];'166';'22,60';4276;'2065';'1014';'362652';'362852';'0';'sqr1.bmp';'n';'0';'22';'363119';'365188';'365372';'366390';[];[]
'63';[];'166';'22,60';4343;'2066';'1013';'367858';'368058';'0';'cir1.bmp';'p';'0';'56';'368325';'370394';'370563';'371580';[];[]
'64';[];'166';'22,50';4410;'2106';'973';'373047';'373248';'0';'sqr1.bmp';'n';'0';'5';'373515';'375634';'375817';'376802';[];[]
'65';[];'216';'22,50';4477;'2346';'683';'378270';'378470';'180';'sqr2.bmp';'n';'0';'0';'378737';'381090';'381309';'382008';[];[]
'66';[];'166';'22,60';4545;'2236';'843';'383476';'383677';'108';'cir1.bmp';'p';'0';'0';'383944';'386180';'386363';'387214';[];[]
'67';[];'266';'22,60';4613;'2028';'951';'388683';'388883';'230';'sqr1.bmp';'n';'0';'0';'389150';'391185';'391454';'392420';[];[]
'68';[];'166';'22,00';4681;'2028';'1051';'393889';'394089';'0';'sqr2.bmp';'n';'0';'50';'394356';'396392';'396575';'397643';[];[]
'69';[];'166';'22,00';4749;'2373';'706';'399111';'399312';'0';'tri.bmp';'e';'0';'642';'399579';'401965';'402148';'402866';[];[]
'70';[];'216';'21,90';4816;'2067';'962';'404334';'404535';'0';'sqr1.bmp';'n';'0';'586';'404801';'406871';'407104';'408072';[];[]
'71';[];'166';'18,90';4883;'2348';'731';'409540';'409741';'0';'sqr3.bmp';'n';'0';'29';'410008';'412360';'412529';'413278';[];[]
'72';[];'266';'18,90';4950;'2087';'892';'414747';'414947';'169';'sqr2.bmp';'n';'0';'0';'415214';'417316';'417584';'418484';[];[]
'RunList';'Level';'TgtDur';'Total';'Index';'Delay';'Delay2';'Fix1.OnsetTime';'Cue.OnsetTime';'TgtRT';'Shape';'Risk';'Dly.RT';'Dly2.RT';'Dly.Onset';'Tgt.Onset';'Dly2.Onset';'Fbk.Onset';[];'42645'
